ID,Account 18 Digit ID,Account Name,Parent ID,Parent Name
2056,001o000000ivYzIAAU,"Bowling Green, City of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
14954,001o000000ivYyTAAU,Philippi Municipal Electric,001o000000ivZ4WAAU,"American Municipal Power, Inc"
5096,001o000000ivYykAAE,"Deshler, Village of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
7643,001o000000ivYYDAA2,"Greenwich, Village of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
14792,001o000000ivYycAAE,"Perkasie, Bourough of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
7719,001o000000ivYY3AAM,"Grove City, Borough of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
2205,001o000000ivYxZAAU,"Brewster, Village of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
5336,001o000000ivYxIAAU,"Dover, City of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
7977,001o000000ivYWlAAM,"Hamilton, City of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
5442,001o000000ivYvsAAE,"Duncannon, Borough of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
8240,001o000000ivYVCAA2,"Haskins, Village of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
8254,001o000000ivYVAAA2,"Hatfield, Bourough of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
5586,001o000000ivYu5AAE,"East Conemaugh, Bourough of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
8631,001o000000ivYTyAAM,Hillsdale Board of Public Wks,001o000000ivZ4WAAU,"American Municipal Power, Inc"
15541,001o000000ivYtdAAE,"Quakertown, Borough of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
5935,001o000000ivYSPAA2,"Ephrata, Borough of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
5828,001o000000ivYScAAM,"Ellwood City, Bourough of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
5833,001o000000ivYSbAAM,"Elmore, Village of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
8949,001o000000ivYS7AAM,"Hubbard, City of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
8972,001o000000ivYS5AAM,"Hudson, City of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
3170,001o000000ivYpPAAU,"Catawissa, Bourough of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
3216,001o000000ivYpKAAU,"Celina, City of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
6803,001o000000ivYNmAAM,"Front Royal, Town of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
10494,001o000000ivYnLAAU,"Kutztown, Bourough of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
10616,001o000000ivYlQAAU,"Lakeview, Village of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
10702,001o000000ivYl6AAE,"Lansdale, Bourough of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
9613,001o000000ivYk0AAE,"Lebanon, City of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
10882,001o000000ivYjwAAE,"Lehighton, Bourough of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
3732,001o000000ivYhZAAU,"Clayton, Town of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
3813,001o000000ivYhTAAU,"Clinton, Village of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
4061,001o000000ivYdvAAE,"Columbiana, City of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
14194,001o000000ivYdRAAU,"Orrville, City of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
6914,001o000000ivYaoAAE,"Galion, City of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
7100,001o000000ivYaEAAU,"Genoa, Village of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
7256,001o000000ivYa2AAE,"Girard, Borough of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
12302,001o000000ivXY7AAM,"Mendon, City of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
12474,001o000000ivXXYAA2,"Middletown, Borough of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
12478,001o000000ivXXWAA2,"Middletown, Town of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
12540,001o000000ivXXRAA2,"Milford, City of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
12660,001o000000ivXWsAAM,"Minster, Village of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
3915,001o000000ivXqXAAU,Coldwater Board of Public Utilities,001o000000ivZ4WAAU,"American Municipal Power, Inc"
17891,001o000000ivXowAAE,City of St. Marys,001o000000ivZ4WAAU,"American Municipal Power, Inc"
13209,001o000000ivXmOAAU,"Napoleon, City of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
13420,001o000000ivXlXAAU,"New Bremen, Village of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
13424,001o000000ivXlVAAU,New Castle Municipal Serv Comm,001o000000ivZ4WAAU,"American Municipal Power, Inc"
13464,001o000000ivXlSAAU,"New Knoxville, Village of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
13489,001o000000ivXk5AAE,"New Wilmington, Borough of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
13519,001o000000ivXk3AAE,Newark City of,001o000000ivZ4WAAU,"American Municipal Power, Inc"
13563,001o000000ivXjtAAE,"Newton Falls, City of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
13602,001o000000ivXjqAAE,"Niles, City of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
11739,001o000000ivXbEAAU,"Marshallville, Village of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
11770,001o000000ivXbCAAU,"Martinsville, City of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
5335,001o000000ivX2IAAU,"Dover, City of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
768,001o000000ivWYKAA2,"Arcanum, Village of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
17865,001o000000ivWwHAAU,"St. Clairsville, City of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
18284,001o000000ivWt0AAE,"Summerhill, Bourough of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
1618,001o000000ivWRWAA2,"Berlin, Bourough of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
1677,001o000000ivWQzAAM,"Bloomdale, Village of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
1823,001o000000ivWPhAAM,"Blakely, Borough of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
1832,001o000000ivWPfAAM,"Blanchester, Village of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
282,001o000000ivWHAAA2,"Arcadia, Village of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
560,001o000000ivWEAAA2,"Amherst, City of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
19951,001o000000ivWdxAAE,"Wadsworth, City of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
20070,001o000000ivWclAAE,"Wampum, Bourough of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
20077,001o000000ivWckAAE,"Wapakoneta, City of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
20206,001o000000ivWbLAAU,Watsontown Borough of,001o000000ivZ4WAAU,"American Municipal Power, Inc"
20223,001o000000ivWbFAAU,"Waynesfield, Village of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
10935,001o000000ivWB8AAM,"Lewes, City of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
15982,001o000000ivW4yAAE,"Richlands, Town of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
16780,001o000000ivW1vAAE,"Schuylkill Haven, Bourough of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
16852,001o000000ivW0uAAE,"Seaford, City of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
17098,001o000000ivVznAAE,"Shiloh, Village of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
17337,001o000000ivVynAAE,"Smethport, Bourough of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
17457,001o000000ivVykAAE,"Smyrna, Town of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
18393,001o000000ivVXYAA2,"Sycamore, Village of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
18941,001o000000ivVXWAA2,"Tipp City, City of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
17588,001o000000ivVxJAAU,"South Vienna, Village of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
2128,001o000000ivVWsAAM,"Bradner, Village of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
2442,001o000000ivVWrAAM,"Bryan, City of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
3008,001o000000ivVWqAAM,"Carey, Village of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
19805,001o000000ivVWpAAM,"Versailles, Village of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
20313,001o000000ivVWnAAM,"Wellington, Village of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
3824,001o000000ivVWkAAM,"Clyde, City of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
4725,001o000000ivVWjAAM,Custar Board of Public Affairs,001o000000ivZ4WAAU,"American Municipal Power, Inc"
7311,001o000000ivVWiAAM,"Glouster, Village of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
20979,001o000000ivVWhAAM,"Woodville, Village of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
12811,001o000000ivVWgAAM,"Monroeville, Village of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
4685,001o000000ivVWfAAM,"Cygnet, Village of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
5653,001o000000ivVW5AAM,"Edgerton, Village of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
12861,001o000000ivVW4AAM,"Montpelier, Village of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
5752,001o000000ivVVUAA2,"Eldorado, Village of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
13471,001o000000ivVVRAA2,New Martinsville Municipal Electric,001o000000ivZ4WAAU,"American Municipal Power, Inc"
13932,001o000000ivVVPAA2,"Oak Harbor, Village of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
10959,001o000000ivVVOAA2,"Lewisberry, Borough of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
11126,001o000000ivVVNAA2,"Lodi, Village of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
11296,001o000000ivVVMAA2,"Lucas, Village of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
14381,001o000000ivVVKAA2,"Painesville, City of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
15072,001o000000ivVVJAA2,"Pioneer, Village of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
15203,001o000000ivVVHAA2,"Plymouth, Village of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
12523,001o000000ivVUZAA2,"Mifflinburg, Borough of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
16853,001o000000ivVUYAA2,"Saint Clair, Borough of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
12533,001o000000ivVUXAA2,"Milan, Village of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
17043,001o000000ivVUWAA2,"Shelby, City of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
15432,001o000000ivVUbAAM,"Prospect, Village of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
16375,001o000000ivVUaAAM,"Royalton, Borough of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
15865,001o000000ivVqlAAE,"Republic, Village of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
1386,001o000000ivVJTAA2,"Beach City, Village of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
1456,001o000000ivVJSAA2,"Bedford, City of",001o000000ivZ4WAAU,"American Municipal Power, Inc"
14864,001o000000ivYyXAAU,Petit Jean Electric Cooperavie,001o000000ivYaxAAE,Arkansas Electric Cooperative Corporation
6342,001o000000ivYPUAA2,First Electric Cooperative,001o000000ivYaxAAE,Arkansas Electric Cooperative Corporation
12681,001o000000ivXWpAAM,"Mississippi County Electric Cooperative, Inc.",001o000000ivYaxAAE,Arkansas Electric Cooperative Corporation
2678,001o000000ivXMhAAM,C & L Electric Cooperative Corporation,001o000000ivYaxAAE,Arkansas Electric Cooperative Corporation
3712,001o000000ivXM6AAM,Clay County Electric Cooperative Corporation,001o000000ivYaxAAE,Arkansas Electric Cooperative Corporation
15811,001o000000ivXHsAAM,"Rich Mountain Electric Cooperative, Inc.",001o000000ivYaxAAE,Arkansas Electric Cooperative Corporation
13676,001o000000ivXhKAAU,"North Arkansas Electric Cooperative, Inc",001o000000ivYaxAAE,Arkansas Electric Cooperative Corporation
20963,001o000000ivX86AAE,Woodruff Electric Cooperative,001o000000ivYaxAAE,Arkansas Electric Cooperative Corporation
817,001o000000ivWY8AAM,Arkansas Valley Electric Cooperative,001o000000ivYaxAAE,Arkansas Electric Cooperative Corporation
925,001o000000ivWXEAA2,"Ashley Chicot Elec Coop, Inc",001o000000ivYaxAAE,Arkansas Electric Cooperative Corporation
6206,0011J000019pNoKQAU,"Farmers Electric Cooperative, Inc.",001o000000ivYaxAAE,Arkansas Electric Cooperative Corporation
3266,001o000000ivYXSAA2,Central Maine Power Company,001o000000ivXvJAAU,AVANGRID
16183,001o000000ivW44AAE,Rochester Gas and Electric Corporation,001o000000ivXvJAAU,AVANGRID
13511,001o000000ivVZhAAM,New York State Electric & Gas Corporation,001o000000ivXvJAAU,AVANGRID
17166,001o000000ivZ1lAAE,Pacific Power,001o000000ivViNAAU,Berkshire Hathaway Energy
12341,001o000000ivXnwAAE,MidAmerican Energy Company,001o000000ivViNAAU,Berkshire Hathaway Energy
13407,001o000000ivXlZAAU,NV Energy,001o000000ivViNAAU,Berkshire Hathaway Energy
14354,001o000000ivXG1AAM,PacifiCorp,001o000000ivViNAAU,Berkshire Hathaway Energy
56146,001o000000ivXWlAAM,Black Hills Energy (CO),001o000000ivXbaAAE,Black Hills Corporation
19545,001o000000ivWjRAAU,Black Hills Power Inc (SD),001o000000ivXbaAAE,Black Hills Corporation
40437,001o000000ivZ4bAAE,Emerald People's Utility District,001o000000ivWPtAAM,Bonneville Power Administration
20385,001o000000ivZ31AAE,West Oregon Electric Coop Inc,001o000000ivWPtAAM,Bonneville Power Administration
4743,001o000000ivZ0cAAE,"Consumers Power, Inc",001o000000ivWPtAAM,Bonneville Power Administration
5327,001o000000ivYxKAAU,"Douglas Electric Coop, Inc",001o000000ivWPtAAM,Bonneville Power Administration
5354,001o000000ivYxGAAU,"Drain, City of",001o000000ivWPtAAM,Bonneville Power Administration
8515,001o000000ivYUAAA2,"Hermiston, City of",001o000000ivWPtAAM,Bonneville Power Administration
2955,001o000000ivYsYAAU,Canby Utility Board,001o000000ivWPtAAM,Bonneville Power Administration
8830,001o000000ivYSxAAM,Hood River Electric Coop,001o000000ivWPtAAM,Bonneville Power Administration
6022,001o000000ivYRbAAM,Eugene Water & Electric Board,001o000000ivWPtAAM,Bonneville Power Administration
3136,001o000000ivYqmAAE,"Cascade Locks, City of",001o000000ivWPtAAM,Bonneville Power Administration
6582,001o000000ivYOWAA2,"Forest Grove, City of",001o000000ivWPtAAM,Bonneville Power Administration
4005,001o000000ivYfZAAU,"Columbia Basin Elec Cooperative, Inc",001o000000ivWPtAAM,Bonneville Power Administration
11589,001o000000ivYcXAAU,"Harney Electric Coop, Inc",001o000000ivWPtAAM,Bonneville Power Administration
4317,001o000000ivYcIAAU,"Coos-Curry Electric Cooperative, Inc.",001o000000ivWPtAAM,Bonneville Power Administration
12439,001o000000ivXXyAAM,"Midstate Electric Cooperative, Inc.",001o000000ivWPtAAM,Bonneville Power Administration
12615,001o000000ivXXMAA2,"Milton-Freewater, City of",001o000000ivWPtAAM,Bonneville Power Administration
12789,001o000000ivXWdAAM,"Monmouth, City of",001o000000ivWPtAAM,Bonneville Power Administration
20138,001o000000ivX87AAE,"Wasco Electric Cooperative, Inc.",001o000000ivWPtAAM,Bonneville Power Administration
10681,001o000000ivX15AAE,Lane Electric Cooperative,001o000000ivWPtAAM,Bonneville Power Administration
1176,001o000000ivWVhAAM,"Bandon, City of",001o000000ivWPtAAM,Bonneville Power Administration
1736,001o000000ivWPuAAM,Blachly-Lane County Cooperative Electric Association,001o000000ivWPtAAM,Bonneville Power Administration
18917,001o000000ivWpQAAU,Tillamook Peoples Utility Dist,001o000000ivWPtAAM,Bonneville Power Administration
19325,001o000000ivWlIAAU,Umatilla Electric Coop Assn,001o000000ivWPtAAM,Bonneville Power Administration
21002,001o000000ivZBQAA2,York Electric Coop Inc,001o000000ivZ5AAAU,"Central Electric Power Cooperative, Inc."
14557,001o000000ivZ0VAAU,"Pee Dee Electric Coop, Inc",001o000000ivZ5AAAU,"Central Electric Power Cooperative, Inc."
2212,001o000000ivYxXAAU,"Broad River Electric Coop, Inc",001o000000ivZ5AAAU,"Central Electric Power Cooperative, Inc."
5644,001o000000ivYtwAAE,"Edisto Electric Coop, Inc",001o000000ivZ5AAAU,"Central Electric Power Cooperative, Inc."
5929,001o000000ivYSRAA2,"Fairfield Electric Coop, Inc",001o000000ivZ5AAAU,"Central Electric Power Cooperative, Inc."
3844,001o000000ivYfnAAE,"Coastal Electric Cooperative, Inc.",001o000000ivZ5AAAU,"Central Electric Power Cooperative, Inc."
11355,001o000000ivYe9AAE,"Lynches River Elec Coop, Inc",001o000000ivZ5AAAU,"Central Electric Power Cooperative, Inc."
12462,001o000000ivXXwAAM,Mid-Carolina Electric Coop Inc,001o000000ivZ5AAAU,"Central Electric Power Cooperative, Inc."
13524,001o000000ivXjzAAE,Newberry Electric Cooperative,001o000000ivZ5AAAU,"Central Electric Power Cooperative, Inc."
1890,001o000000ivXe5AAE,Blue Ridge Electric Cooperative,001o000000ivZ5AAAU,"Central Electric Power Cooperative, Inc."
8786,001o000000ivXe4AAE,Horry Electric Cooperative,001o000000ivZ5AAAU,"Central Electric Power Cooperative, Inc."
10768,001o000000ivXe3AAE,Laurens Electric Cooperative,001o000000ivZ5AAAU,"Central Electric Power Cooperative, Inc."
11019,001o000000ivXe2AAE,Little River Electric Cooperative,001o000000ivZ5AAAU,"Central Electric Power Cooperative, Inc."
14398,001o000000ivXe1AAE,Palmetto Electric Cooperative,001o000000ivZ5AAAU,"Central Electric Power Cooperative, Inc."
14175,001o000000ivXdzAAE,Tri-County Electric Cooperative,001o000000ivZ5AAAU,"Central Electric Power Cooperative, Inc."
11693,001o000000ivXbKAAU,"Marlboro Electric Coop, Inc",001o000000ivZ5AAAU,"Central Electric Power Cooperative, Inc."
1613,001o000000ivWRXAA2,Berkeley Electric Coop Inc,001o000000ivZ5AAAU,"Central Electric Power Cooperative, Inc."
162,001o000000ivVwZAAU,Aiken Electric Coop Inc,001o000000ivZ5AAAU,"Central Electric Power Cooperative, Inc."
14154,001o000000ivYdaAAE,"Orange and Rockland Utilities, Inc.",001o000000ivW60AAE,conEdison
4226,001o000000ivXVaAAM,"Consolidated Edison Company of New York, Inc.",001o000000ivW60AAE,conEdison
16213,001o000000ivVvAAAU,Rockland Electric Co.,001o000000ivW60AAE,conEdison
4237,001o000000ivYdjAAE,Consolidated Electric Coop,001o000000ivYdjAAE,Consolidated Electric Coop
12990,0011J00001DX1UIQA1,Consolidated Electric Coop,001o000000ivYdjAAE,Consolidated Electric Coop
5416,001o000000ivYxBAAU,"Duke Energy Carolinas, LLC",001o000000ivWbAAAU,Duke Energy
3046,001o000000ivYquAAE,Duke Energy Progress,001o000000ivWbAAAU,Duke Energy
6455,001o000000ivYPHAA2,Duke Energy (FL),001o000000ivWbAAAU,Duke Energy
3542,001o000000ivYjYAAU,Duke Energy Ohio Inc,001o000000ivWbAAAU,Duke Energy
15470,001o000000ivWikAAE,Duke Energy Indiana,001o000000ivWbAAAU,Duke Energy
11241,001o000000ivYfzAAE,Entergy Louisiana,001o000000ivXqqAAE,Entergy Corporation
12685,001o000000ivXWoAAM,"Entergy Mississippi, Inc.",001o000000ivXqqAAE,Entergy Corporation
814,001o000000ivWY9AAM,Entergy Arkansas,001o000000ivXqqAAE,Entergy Corporation
55936,001o000000ivWiHAAU,Entergy Gulf States,001o000000ivXqqAAE,Entergy Corporation
13478,001o000000ivWhHAAU,Entergy New Orleans,001o000000ivXqqAAE,Entergy Corporation
55937,001o000000ivWhGAAU,Entergy Texas,001o000000ivXqqAAE,Entergy Corporation
10000,001o000000ivYrzAAE,KCP&L,001o000000ivXUxAAM,"Evergy, Inc."
22500,001o000000ivYN2AAM,Westar Energy,001o000000ivXUxAAM,"Evergy, Inc."
12698,001o000000ivXUHAA2,KCP&L Greater Missouri Operations,001o000000ivXUxAAM,"Evergy, Inc."
54913,001o000000ivZQ1AAM,NSTAR,001o000000ivW70AAE,Eversource Energy
4176,001o000000ivZQ0AAM,Connecticut Light & Power,001o000000ivW70AAE,Eversource Energy
14940,001o000000ivYyVAAU,PECO Energy Company,001o000000ivXN1AAM,Exelon Corporation
4110,001o000000ivYdpAAE,Commonwealth Edison Company,001o000000ivXN1AAM,Exelon Corporation
5027,001o000000ivY8rAAE,Delmarva Power,001o000000ivXN1AAM,Exelon Corporation
963,001o000000ivWXCAA2,Atlantic City Electric Co,001o000000ivXN1AAM,Exelon Corporation
1167,001o000000ivWVlAAM,Baltimore Gas & Electric,001o000000ivXN1AAM,Exelon Corporation
6112,6,Farmers 1,001o000000ivYRLAA2,Farmers Electric Cooperative
6168,7,Farmers 2,001o000000ivYRLAA2,Farmers Electric Cooperative
9726,001o000000ivYP1AAM,Jersey Central Power & Light,001o000000ivYPQAA2,FirstEnergy Corp.
12796,001o000000ivXWcAAM,Monongahela Power Co. (Mon Power),001o000000ivYPQAA2,FirstEnergy Corp.
13998,001o000000ivVPfAAM,Ohio Edison Company,001o000000ivYPQAA2,FirstEnergy Corp.
12390,001o000000ivVPdAAM,Metropolitan Edison Company,001o000000ivYPQAA2,FirstEnergy Corp.
14711,001o000000ivVPcAAM,Pennsylvania Electric Company,001o000000ivYPQAA2,FirstEnergy Corp.
18997,001o000000ivVPbAAM,Toledo Edison Company,001o000000ivYPQAA2,FirstEnergy Corp.
20387,001o000000ivVOpAAM,West Penn Power Co.,001o000000ivYPQAA2,FirstEnergy Corp.
15263,001o000000ivVOoAAM,Potomac Edison Co.,001o000000ivYPQAA2,FirstEnergy Corp.
NA1,001o000000ivXdrAAE,"Fortis, Inc.",001o000000ivXdrAAE,"Fortis, Inc."
3249,001o000000ivVCBAA2,Central Hudson Gas & Electric,001o000000ivXdrAAE,"Fortis, Inc."
27422,001o000000ivZ5lAAE,Todd-Wadena Electric Cooperative,001o000000ivYYmAAM,Great River Energy
4577,001o000000ivZ1qAAE,Crow Wing Cooperative Power & Light Comp,001o000000ivYYmAAM,Great River Energy
7460,001o000000ivYZLAA2,Goodhue County Coop Elec Assn,001o000000ivYYmAAM,Great River Energy
2316,001o000000ivYw8AAE,Brown County Rural Elec Assn,001o000000ivYYmAAM,Great River Energy
5574,001o000000ivYvSAAU,East Central Energy,001o000000ivYYmAAM,Great River Energy
6258,001o000000ivYQDAA2,Federated Rural Electric Association,001o000000ivYYmAAM,Great River Energy
9475,001o000000ivYPwAAM,Itasca-Mantrap Co-op Electrical Assn,001o000000ivYYmAAM,Great River Energy
10618,001o000000ivYlOAAU,Lake Region Electric Cooperative,001o000000ivYYmAAM,Great River Energy
13700,001o000000ivYjFAAU,North Itasca Electric Coop Inc,001o000000ivYYmAAM,Great River Energy
11910,001o000000ivXZQAA2,McLeod Cooperative Power Assn,001o000000ivYYmAAM,Great River Energy
20996,001o000000ivXvSAAU,Wright-Hennepin Cooperative Electric Association,001o000000ivYYmAAM,Great River Energy
1884,001o000000ivXNCAA2,BENCO Electric Cooperative,001o000000ivYYmAAM,Great River Energy
13684,001o000000ivXgyAAE,Nobles Cooperative Electric,001o000000ivYYmAAM,Great River Energy
16368,001o000000ivXGsAAM,Runestone Electric Association,001o000000ivYYmAAM,Great River Energy
12227,001o000000ivWzMAAU,Meeker Cooperative Light & Power Association,001o000000ivYYmAAM,Great River Energy
887,001o000000ivWXKAA2,"Arrowhead Electric Cooperative, Inc.",001o000000ivYYmAAM,Great River Energy
18019,001o000000ivWuzAAE,Stearns Cooperative Elec Assn,001o000000ivYYmAAM,Great River Energy
18047,001o000000ivWuwAAE,Steele-Waseca Cooperative Electric,001o000000ivYYmAAM,Great River Energy
689,001o000000ivWE0AAM,Connexus Energy,001o000000ivYYmAAM,Great River Energy
17550,001o000000ivVyZAAU,South Central Electric Assn,001o000000ivYYmAAM,Great River Energy
12651,001o000000ivVxUAAU,Minnesota Valley Electric Cooperative,001o000000ivYYmAAM,Great River Energy
155,001o000000ivVwbAAE,Agralite Electric Cooperative,001o000000ivYYmAAM,Great River Energy
25177,001o000000ivVvLAAU,Dakota Electric Association,001o000000ivYYmAAM,Great River Energy
15750,001o000000ivVrMAAU,Redwood Electric Coop,001o000000ivYYmAAM,Great River Energy
